Id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
26084,Bucket Biriyani,No,No,3.5,14,Banaswadi,Quick Bites,NA,"Biryani, North Indian, Chinese",600,Delivery
26085,Ammas Biryani & Rice,Yes,No,0,0,Kammanahalli,Quick Bites,NA,"Biryani, Fast Food",300,Delivery
26089,Shivas Naram Garam,No,No,3.3,4,Banaswadi,Quick Bites,NA,"North Indian, Chinese",250,Delivery
26092,Sneha Fast Food,No,No,0,0,Banaswadi,Quick Bites,NA,Fast Food,200,Delivery
26094,ILA Kitchen,No,No,3.7,14,Banaswadi,Casual Dining,NA,Kerala,500,Delivery
26095,Cafe Beirut,No,No,3.7,41,Kammanahalli,Quick Bites,Shawarma,Arabian,250,Delivery
26096,Creamyum,No,No,4,95,HBR Layout,Delivery,"Cup Cake, Chocolate Truffle","Bakery, Desserts",300,NA
26098,Malabar Food Court,No,No,3.4,7,HBR Layout,Quick Bites,NA,"Chinese, Kerala, South Indian",400,Delivery
26099,Cluxi,No,No,3.6,15,Kammanahalli,Quick Bites,NA,Fast Food,300,Delivery
26100,Orchid Wine And Dine,No,No,3,9,Banaswadi,Casual Dining,NA,"North Indian, Chinese, Mughlai",700,Delivery
26101,Sandesh,No,No,3.1,16,Hennur,Sweet Shop,NA,"Mithai, Street Food",400,Delivery
26102,Rolls On Wheels,No,No,2.8,69,Banaswadi,Quick Bites,"Rolls, Chicken Momo, Biryani, Paneer Roll","Fast Food, Rolls, Momos",300,NA
26110,Taste Of The Nation,No,No,3,110,Banaswadi,NA,"Paneer Pasanda, Chicken Soup, Tandoori Chicken",North Indian,650,NA
26128,Kartik,No,No,3.4,6,Banaswadi,"Casual Dining, Bar",NA,"Chinese, North Indian",700,Delivery
26130,Leelas Kitchen,No,No,3.8,104,Banaswadi,Quick Bites,"Appam, Roast Chicken, Duck Roast, Vegetable Stew","Kerala, South Indian, North Indian, Chinese",400,Delivery
26132,Dilli Highway,No,No,3,25,Kammanahalli,Delivery,NA,North Indian,400,Delivery
26133,Kenriy The Restro,No,No,3.3,6,Kammanahalli,Casual Dining,NA,"Goan, Mangalorean",800,Delivery
26134,Mazedaar,No,No,3.2,10,HBR Layout,Quick Bites,NA,"North Indian, Chinese",300,Delivery
26135,Shammahs,No,No,3.3,21,Hennur,Quick Bites,NA,"Chinese, North Indian",300,Delivery
26136,Sprinkled,No,No,3.8,17,Kammanahalli,"Takeaway, Delivery",NA,"Bakery, Desserts",500,Delivery
26139,Hayaat,No,No,3.4,7,Kammanahalli,Casual Dining,NA,"Kerala, Chinese, North Indian",600,Delivery
26140,Pig Out,No,No,3.2,9,Kammanahalli,Quick Bites,NA,South Indian,300,Delivery
26141,Delish Chinese Fast Food,Yes,No,3.2,4,Banaswadi,Quick Bites,NA,"Chinese, North Indian, Biryani",300,Delivery
26142,Creme Bliss,Yes,No,3.9,42,HBR Layout,Bakery,NA,"Bakery, Desserts",350,Delivery
26143,Zam Zam Restaurant,No,No,3.1,7,Banaswadi,Quick Bites,NA,"Chinese, North Indian",400,Delivery
26145,Ahmads Chicken Hut,No,No,3.2,9,Banaswadi,Quick Bites,NA,"North Indian, Chinese",200,Delivery
26146,Oceans Delight,No,No,3.4,13,Kammanahalli,Casual Dining,NA,"Seafood, Biryani, South Indian",700,Delivery
26147,Sidekicks,No,No,3.4,9,Kammanahalli,Quick Bites,NA,Continental,450,Delivery
26149,Hot Momos,No,No,0,0,Hennur,Quick Bites,NA,Fast Food,150,Delivery
26151,Opt For Fitness,No,No,3.4,7,Kammanahalli,Delivery,NA,"Continental, Healthy Food",400,Delivery
26154,7 Spice,No,No,3.4,5,Banaswadi,Quick Bites,NA,"Biryani, Chinese",250,Delivery
26161,Flayvours4u,No,No,3.2,27,Hennur,"Dessert Parlor, Beverage Shop",NA,"Ice Cream, Beverages",150,Delivery
26164,Panchamukhi Sagar,No,No,3.2,4,Banaswadi,Quick Bites,NA,"North Indian, South Indian, Chinese",300,Delivery
26165,Shanghai Xpress,No,No,3.1,11,Kammanahalli,Quick Bites,NA,Chinese,300,Delivery
26167,Biriyummy,No,No,3.3,6,Banaswadi,Quick Bites,NA,"Biryani, Kebab",250,Delivery
26168,Lassi House,No,No,0,0,Banaswadi,Beverage Shop,NA,"Beverages, Desserts",150,Delivery
26170,Cafeteria Al  Falah,No,No,3.3,5,Banaswadi,Quick Bites,NA,"Fast Food, North Indian",300,Delivery
26171,Grow Fit,No,No,3.8,68,Banaswadi,Delivery,NA,"Healthy Food, North Indian, Thai",500,Delivery
26177,Sri Datta Biryani House,No,No,3.5,54,Banaswadi,Quick Bites,NA,"Andhra, Biryani, Chinese, North Indian",300,Delivery
26178,Bottoms Up Resto Bar,Yes,No,3.9,248,Kalyan Nagar,Bar,"Mocktails, Pizza, Cocktails, Beer, Pasta","Finger Food, Italian, Continental",1200,Delivery
26179,SK Tiffins Corner,Yes,No,3.3,4,Banaswadi,Quick Bites,NA,South Indian,100,Delivery
26181,Jiffy Cafe,No,No,3.4,6,Hennur,Cafe,NA,Cafe,500,Delivery
26182,Havmor,Yes,No,3.1,27,Banaswadi,"Takeaway, Delivery",NA,"Ice Cream, Desserts",200,Delivery
26185,Victoria Terminus,Yes,No,2.9,54,Banaswadi,Quick Bites,"Vada Pav, Kulfi, Mumbai Sandwich, Rolls, Keema Roll","Fast Food, Maharashtrian, Rolls",250,NA
26187,Tawa Fresh,Yes,No,3.4,12,Hennur,Quick Bites,NA,"Seafood, Biryani, South Indian, North Indian, Rolls",300,Delivery
26192,Shake It Off,Yes,No,3.9,17,Kalyan Nagar,Beverage Shop,NA,"Beverages, Fast Food",600,Delivery
26196,Best B Restaurant,Yes,No,3.5,12,HBR Layout,Quick Bites,NA,"South Indian, North Indian, Chinese, Kerala",400,Delivery
26197,Sai Bhavan Veg & Non Veg,Yes,No,3.2,11,Banaswadi,Quick Bites,NA,"Mughlai, Chinese, South Indian",400,Delivery
26204,Corner House Ice Cream,No,No,4.4,669,Kalyan Nagar,Dessert Parlor,"Hot Chocolate Fudge, Fruit Salad, Brownie, Almond Fudge, Chocolate Milkshake, Mango Ice Cream, Vanilla Ice Cream","Ice Cream, Desserts",400,Desserts
26205,Mugful Of Stories,No,No,4.6,274,Kalyan Nagar,Dessert Parlor,"Hot Chocolate, Peri Peri Fries, French Fries, Chocolate Churros, Cheese Nuggets","Desserts, Bakery",300,Desserts
26213,IceBreakers,No,No,3.9,14,Kalyan Nagar,Dessert Parlor,NA,"Desserts, Ice Cream",500,Desserts
26217,The Original Bistro,No,No,4.1,71,Kalyan Nagar,Casual Dining,"Gnocchi, Pasta, Veg Lasagna, Burgers, Grilled Steak, Pizza, Sandwiches","Italian, Beverages",600,Desserts
26225,Thran Bakery,No,No,3.6,8,Kalyan Nagar,Bakery,NA,"Bakery, Desserts, Beverages",600,Desserts
26226,Ibaco,Yes,No,3.9,90,Kalyan Nagar,Dessert Parlor,Icecream Cake,Desserts,300,Desserts
26228,Bombay Chowpaty Kulfi,No,No,3.7,40,Kalyan Nagar,Dessert Parlor,NA,"Ice Cream, Desserts",250,Desserts
26233,KC Das  Elite Sweets,No,No,3.2,29,Kalyan Nagar,"Sweet Shop, Quick Bites",NA,"Mithai, Street Food",200,Desserts
26241,Baskin Robbins,No,No,3.6,27,Kalyan Nagar,Dessert Parlor,NA,"Ice Cream, Desserts",250,Desserts
26242,Smooth,No,No,0,0,Kalyan Nagar,Dessert Parlor,NA,"Desserts, Ice Cream",200,Desserts
26245,Just Bake,Yes,No,3,38,Kalyan Nagar,Bakery,Chocolate Cake,"Bakery, Desserts",400,Desserts
26247,Dream Scoopers,No,No,3.4,16,Kalyan Nagar,Dessert Parlor,NA,"Ice Cream, Desserts",200,Desserts
26248,Ammas Pastries,No,No,3.9,130,HBR Layout,Bakery,"Veg Puff, Egg Puff",Bakery,400,NA
26268,Bake N Joy,No,No,3.5,6,Kammanahalli,Dessert Parlor,NA,"Bakery, Beverages",500,Desserts
26269,Sri Venkateshwara Sweets Chats Juice Centre,No,No,3.4,5,HBR Layout,Beverage Shop,NA,"Beverages, Juices, Street Food",100,Desserts
26270,Cafe Coffee Day,No,No,3.1,10,Kammanahalli,Cafe,NA,"Cafe, Fast Food",900,Desserts
26287,A Little For Love,No,No,3.4,12,Hennur,Bakery,NA,Bakery,350,Desserts
26288,Arun Icecreams,No,No,3.1,6,Banaswadi,Dessert Parlor,NA,"Ice Cream, Desserts",150,Desserts
26290,CAD (M) CAD (B),No,No,3.2,6,Banaswadi,Kiosk,NA,Street Food,200,Desserts
26317,BYLI  Bet You Love It,No,Yes,4.2,1989,Kalyan Nagar,Casual Dining,"Pizza, Sandwiches, Burgers, Nachos, Meatballs, Pasta Carbonara, Mocktails","Continental, Italian, Mexican, Asian",800,Dine-out
26326,Wanderers,No,Yes,4,662,Kalyan Nagar,"Microbrewery, Casual Dining","Pizza, Peri Peri Fries, Wheat Beer, Craft Beer, Chips, Stout, Chicken Burger","Continental, North Indian, South Indian, Italian",1500,NA
26333,Thran,No,Yes,4.2,308,Kalyan Nagar,Casual Dining,"Ramen, Kimchi, Beef Bulgogi, Egg Soup, Salad, Clear Soup, Pork Bulgogi",Korean,1300,Dine-out
26337,Chung Wah,Yes,Yes,4,702,Kalyan Nagar,Casual Dining,"Clear Soup, Hunan Chicken, Lamb, Chowmein, Sweet Corn Soup, Hakka Noodles, Chicken Lollipop","Chinese, Thai, Momos, Vietnamese",800,Dine-out
26349,Fiddlers Green,No,Yes,3.9,74,Kalyan Nagar,"Casual Dining, Bar","Chicken Satay, Mocktails, Bruschettas","Continental, American, Indonesian, Asian, Thai",1200,Dine-out
26353,Agent Jacks Bar,No,Yes,4,377,Kalyan Nagar,Bar,"Cocktails, Chicken Tikka Pizza, Chicken Popcorn, Sangria, Chilli Pork, Beer, Chicken Nachos","Continental, North Indian, Italian",1300,Dine-out
26362,A2B  Adyar Ananda Bhavan,Yes,No,3.6,244,Kalyan Nagar,Casual Dining,"Kesari Bath, Pav Bhaji, Filter Coffee, Pongal, Tea, Idli, Vada","South Indian, North Indian, Chinese, Street Food, Fast Food",400,Dine-out
26364,Swagatham Rayalaseema Ruchulu,Yes,No,3.3,24,Kalyan Nagar,Casual Dining,NA,NA,600,Dine-out
26386,Tang of Jamaica,No,No,3.4,28,Kalyan Nagar,Casual Dining,NA,"American, Mexican, BBQ",900,Dine-out
26396,Irie,No,No,3.2,1,Kalyan Nagar,Casual Dining,NA,"North Indian, Chinese",800,Dine-out
26401,Specialist Restaurant,No,No,3.1,9,Kalyan Nagar,Quick Bites,NA,"North Indian, South Indian, Chinese",400,Dine-out
26404,Sugar N Spice,No,No,2.7,16,Kalyan Nagar,Quick Bites,NA,"Fast Food, Beverages",400,Dine-out
26405,Pizza Hut,Yes,No,2.7,434,Kalyan Nagar,Casual Dining,"Kurkure Pizza, Garlic Bread, Pasta, Masala Lemonade, Chicken Wings, Double Trouble, Veggie Pizza","Pizza, Fast Food",750,Dine-out
26407,Mavalli Tiffin Room (MTR),No,No,4.1,203,Kalyan Nagar,Quick Bites,"Coffee, Rava Idli, Kesari Bath, Rava Masala Dosa, Badam Halwa, Vada, Pongal",South Indian,250,Dine-out
26425,Five Star Chicken,No,No,3.3,14,Kalyan Nagar,"Quick Bites, Kiosk",NA,"Roast Chicken, Burger",300,Dine-out
26428,Vietnamese Kitchen,No,No,3.1,6,Kalyan Nagar,Quick Bites,NA,Vietnamese,150,Dine-out
26430,SGS Nonveg Gundu Palav,No,No,3.6,24,Kalyan Nagar,Quick Bites,NA,"Biryani, Fast Food",400,Dine-out
26441,New Udupi Upahara,No,No,3.6,84,Kalyan Nagar,Quick Bites,"Panneer Butter Masala, Vada, Filter Coffee, Tandoori Roti","Chinese, North Indian, South Indian",200,Dine-out
26447,Chettys Coffee,No,No,3.5,87,Kalyan Nagar,Quick Bites,"Masala Dosa, Caramel Coffee, Filter Coffee, Vada",South Indian,150,Dine-out
26450,Bhuvaneshwari Mess,No,No,0,0,Kalyan Nagar,Quick Bites,NA,"South Indian, North Indian, Biryani",250,Dine-out
26452,Bismilla Kabab & Biryani Centre,No,No,3.2,4,Kalyan Nagar,Quick Bites,NA,"North Indian, Chinese",300,Dine-out
26453,Sri Krishna Bhavan,No,No,3.5,14,Kalyan Nagar,Quick Bites,NA,"South Indian, North Indian",250,Dine-out
26459,Juba Cafe,No,No,3.4,13,Kalyan Nagar,Quick Bites,NA,Juices,100,Dine-out
26470,Paranthas and Dosas,No,No,3.7,300,Kalyan Nagar,Quick Bites,"Aloo Paratha, Masala Dosa, Coffee, Dahi Vada, Paneer Parantha, Sweet Lassi, Mix Veg Parantha","North Indian, South Indian",400,Dine-out
26472,Nine2twelve,No,No,0,0,Kalyan Nagar,Quick Bites,NA,South Indian,300,Dine-out
26473,New Taj Biryani Centre,No,No,0,0,Kalyan Nagar,Quick Bites,NA,Biryani,300,Dine-out
26487,Arirang Korean Restaurant,No,Yes,4,237,Kammanahalli,Casual Dining,"Chicken Gimbap, Sushi, Kimchi, Bulgogi, Beef Bibimbap, Sea Food, Wine",Korean,1400,Dine-out
26501,AlBadia Restaurant,No,No,4.2,89,Kammanahalli,Casual Dining,"Baklava, Arabic Cuisine, Mutton Mandi, Shawarma Roll, Arabian Kebab",Arabian,700,Dine-out
26512,Food Star,No,No,3.2,16,Kammanahalli,Casual Dining,NA,"North Indian, Chinese",500,Dine-out
26536,Bite and Pipes,No,No,3.5,13,Kammanahalli,Casual Dining,NA,"Continental, Chinese",500,Dine-out
26538,H3O,No,No,3.1,12,Kammanahalli,Bar,NA,"North Indian, Chinese",1000,Dine-out
26548,Burger King,Yes,No,3.9,718,Kammanahalli,Quick Bites,"Burgers, Fries, Mutton Whopper, Chicken Grill, Mango Shake, Chicken Whopper, Chocolate Milkshake","Burger, Fast Food, Beverages",600,Dine-out
26557,KFC,Yes,No,3.1,616,Kammanahalli,Quick Bites,"Hot Wings, Crispy Chicken, Popcorn Chicken, Rice Bowl, Rice Bowls, Zinger Burger","Burger, Fast Food",450,Dine-out
26574,Biryani Joint,No,No,3.3,4,Kammanahalli,Quick Bites,NA,"South Indian, Biryani",200,Dine-out
26603,Banarasi Chat Centre,No,No,3.2,6,Kammanahalli,Quick Bites,NA,Street Food,150,Dine-out
26608,Ice Berg,No,No,3.3,7,Kammanahalli,Quick Bites,NA,Fast Food,300,Dine-out
26609,Sree Gajanana Fruit Juice Centre,No,No,3.3,6,Kammanahalli,Quick Bites,NA,"Juices, Fast Food",150,Dine-out
26618,MK Biryani,No,No,0,0,Kammanahalli,Quick Bites,NA,Biryani,250,Dine-out
26620,Malabar Day,No,No,0,0,Kammanahalli,Quick Bites,NA,"Kerala, Fast Food, Beverages",300,Dine-out
26622,McDonalds,Yes,No,2.9,215,Kammanahalli,Quick Bites,"Burgers, Fries, Mc Chicken, Mc Veggie Burger","Burger, Fast Food",500,Dine-out
26634,Pecos Mojo,No,No,4,157,Banaswadi,Pub,"Beer, Beef Chilli",Finger Food,1100,Dine-out
26638,The Story Wall Bistro,No,No,3.7,18,Banaswadi,Casual Dining,NA,"Italian, Continental",600,Dine-out
26639,Biriyani House,Yes,No,3.8,200,Banaswadi,Casual Dining,Biryani,"Andhra, North Indian, Biryani, Beverages",600,Dine-out
26648,AlNoor Restaurant,Yes,No,0,0,Nagawara,Quick Bites,NA,"Chinese, North Indian, Mughlai",400,Dine-out
26651,Lil Asia,No,No,3.3,4,Banaswadi,Casual Dining,NA,"Chinese, Thai, Nepalese, Tibetan",350,Dine-out
26655,Pooja Dosa Camp,No,No,4,130,Banaswadi,Quick Bites,"Podi Dosa, Vada, Pongal, Ghee Dosa, Masala Dosa, Coffee",South Indian,200,Dine-out
26664,Al Barack Cafetaria,No,No,3.6,20,Banaswadi,Quick Bites,NA,Arabian,300,Dine-out
26668,De Grand,Yes,No,3.3,70,Hennur,Casual Dining,NA,"North Indian, Chinese",600,Dine-out
26673,Sultan  Palace Darbar Restaurant,No,No,3.3,7,Nagawara,Quick Bites,NA,"North Indian, Chinese",400,Dine-out
26674,Srinidhi Upachar,No,No,3.6,70,Banaswadi,Quick Bites,"Coffee, Vada, Masala Dosa, Gulab Jamun","South Indian, Chinese",200,Dine-out
26676,New Salem Spices,No,No,3.5,50,Banaswadi,Casual Dining,"Chicken Biryani, Chicken Thali","South Indian, Chettinad, Chinese",600,Dine-out
26682,Coffee Thindi,No,No,3.5,15,Banaswadi,Quick Bites,NA,South Indian,150,Dine-out
26683,Chintu Chit Chat Centre,No,No,3.6,15,Banaswadi,Quick Bites,NA,Street Food,100,Dine-out
26685,The Sky Lounge  Tamarind Hospitality,No,No,3.7,100,Banaswadi,Bar,"Momos, Biryani, Beer, Cocktails, Fried Rice","North Indian, South Indian, Chinese, Continental",1200,Dine-out
26687,Kanti Sweets,Yes,No,3.8,92,Banaswadi,Quick Bites,"Badam Milk, Chaat, Sev Puri, Gol Gappe","Mithai, Street Food",400,Dine-out
26694,Sri Guru Vaibhava Veg,No,No,0,0,Banaswadi,Quick Bites,NA,"South Indian, North Indian, Chinese, Street Food",250,Dine-out
26699,Degchi Restaurant,No,No,3.7,103,Banaswadi,Casual Dining,"Aloo Paratha, Highway Chicken, Amritsari Kulcha, Veg Platter, Roti, Garlic Naan",North Indian,600,NA
26705,New Udupi Park,No,No,3,11,Banaswadi,Casual Dining,NA,"South Indian, North Indian, Chinese",400,Dine-out
26721,Just Protein,No,No,3.4,5,North Bangalore,Food Truck,NA,"Chinese, Fast Food",350,Dine-out
26726,Sri Devi Sagar,No,No,3.7,161,Banaswadi,Quick Bites,Masala Dosa,"South Indian, North Indian, Chinese, Street Food",300,Dine-out
26727,Raghavendra Bhavan,No,No,3.2,4,Banaswadi,Quick Bites,NA,"South Indian, North Indian, Chinese",250,Dine-out
26740,Sri Sagar,No,No,3.5,11,Banaswadi,Quick Bites,NA,"South Indian, Street Food",300,Dine-out
26741,Madurai Idly Dosai Centre,No,No,3.3,16,Banaswadi,Quick Bites,NA,South Indian,150,Dine-out
26744,Hatti Punjab Di,No,No,0,0,Banaswadi,Quick Bites,NA,"North Indian, Chinese",550,Dine-out
26763,Leung Fast Food,No,No,3.5,12,Banaswadi,Quick Bites,NA,"Chinese, Fast Food, Seafood, Momos",400,Dine-out
26767,New Udupi Park Deluxe,No,No,3.6,77,Hennur,Quick Bites,"Masala Dosa, Thali, Rice","South Indian, North Indian, Chinese",400,Dine-out
26771,Mubarak Hotel,No,No,3.5,14,Nagawara,Quick Bites,NA,North Indian,150,Dine-out
26780,Krishna Leela Grand,No,No,0,0,Hennur,Quick Bites,NA,"South Indian, North Indian, Chinese",200,Dine-out
26886,Corner House Ice Cream,Yes,No,4.4,220,Banaswadi,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Fudge Sundae, Fruit Salad","Ice Cream, Desserts",400,Delivery
26942,Kanti Sweets,Yes,No,4,154,Kammanahalli,Quick Bites,"Rasgulla, Chaat, Rasmalai, Mysore Pak, Badam Milk, Sandwiches, Barfi","Mithai, Street Food",400,Delivery
27000,Dominos Pizza,Yes,No,3.8,189,Banaswadi,Quick Bites,Chocolava,"Pizza, Fast Food",400,Delivery
27013,Five Star Chicken,Yes,No,3.4,50,Nagawara,Quick Bites,NA,"Roast Chicken, Burger",300,Delivery
27018,Grub Bucket,Yes,No,3.3,4,Rammurthy Nagar,Delivery,NA,"North Indian, Biryani, Fast Food",300,Delivery
27021,Shanti Sweets,Yes,No,3.8,23,Rammurthy Nagar,"Sweet Shop, Quick Bites",NA,"Mithai, Street Food",300,Delivery
27081,US Pizza,Yes,No,2.8,43,Rammurthy Nagar,Quick Bites,NA,"Pizza, Fast Food",700,Delivery
27111,Soham Bombay Masti Magic,Yes,No,3.6,16,Old Madras Road,Quick Bites,NA,Street Food,150,Delivery
27192,Sweet Chariot,Yes,No,3.2,11,Banaswadi,Dessert Parlor,NA,"Bakery, Fast Food",500,Delivery
27249,Zamindars Biryani Durbar,Yes,Yes,4.3,53,Nagawara,Casual Dining,Hyderabadi Chicken Dum Biryani,"Biryani, Chinese, Mughlai, Andhra",600,Delivery
27263,New Shanthi Sagar,Yes,No,3,38,Banaswadi,Quick Bites,NA,"South Indian, North Indian, Chinese, Street Food",600,Delivery
27298,Lassi Shop,No,No,3.7,17,Kammanahalli,Beverage Shop,NA,"Beverages, Ice Cream",200,Delivery
27318,The Red Lantern,Yes,No,3.7,82,Banaswadi,Casual Dining,Noodles,"Chinese, Momos",800,Delivery
27341,Taste of Bihar,Yes,No,3.7,29,Rammurthy Nagar,"Takeaway, Delivery",NA,Bihari,300,Delivery
27409,The Filter Coffee,Yes,No,4.1,620,Kalyan Nagar,Quick Bites,"Filter Coffee, Vada, Masala Dosa, Pongal, Idli, Onion Uttapam, Kesari Bath","South Indian, Coffee",200,Delivery
27416,Calcutta Victoria Chat House,Yes,No,2.8,132,Banaswadi,Quick Bites,"Chaat, Paratha, Panipuri, Pav Bhaji, Dahipuri, Tea, Rolls","Fast Food, Street Food",200,Delivery
27443,Biswals Food Circle,No,No,0,0,Banaswadi,Quick Bites,NA,"Chinese, North Indian",350,Delivery
27461,California Burrito,No,No,3.4,24,Banaswadi,"Food Court, Quick Bites",NA,"Mexican, Fast Food",400,Delivery
27471,Hyderbadi Irani Tea,No,No,3.4,10,Banaswadi,Quick Bites,NA,Beverages,100,Delivery
27515,SAachies Hotel,No,No,3.2,6,Banaswadi,Quick Bites,NA,"South Indian, Chinese, Biryani",300,Delivery
27570,Banarasi Tadka,Yes,No,2.8,19,Banaswadi,Quick Bites,NA,North Indian,200,Delivery
27669,Just Bake,Yes,No,3.4,22,Banaswadi,"Bakery, Quick Bites",NA,"Bakery, Desserts",400,Desserts
27670,Facebake,Yes,No,3.7,68,Banaswadi,Bakery,NA,"Bakery, Desserts",300,Desserts
27746,A2B  Adyar Ananda Bhavan,Yes,No,3.8,98,Kammanahalli,Casual Dining,"Idli, Masala Dosa, Vada, Filter Coffee, Pav Bhaji","South Indian, Fast Food, Chinese, North Indian",600,NA
27780,Five Star Chicken,No,No,3.5,32,Kammanahalli,Quick Bites,NA,Fast Food,200,Dine-out
27801,Ambur Biriyani Zone,No,No,3.2,4,Kammanahalli,Quick Bites,NA,"Biryani, Kebab",200,Dine-out
27804,Al Ghani Resetaurant,No,No,3.3,4,Kammanahalli,Quick Bites,NA,"Mughlai, Biryani",400,Dine-out
27881,The Filter Coffee,No,No,4,55,Banaswadi,Mess,"Filter Coffee, Masala Dosa, Vada","South Indian, Coffee",200,Dine-out
28085,Yi Moi Chinese Fast Food,No,No,3.4,5,Kalyan Nagar,Quick Bites,NA,Chinese,100,Dine-out
28142,New Udupi Grand,No,No,3.3,5,HBR Layout,Quick Bites,NA,"North Indian, South Indian, Chinese",200,Dine-out
28216,Sandesh Restaurant,Yes,No,2.9,4,Hennur,Quick Bites,NA,"Biryani, Chinese, North Indian, Bengali",350,Dine-out
28277,Barleyz,No,No,3.8,4646,Koramangala 6th Block,"Lounge, Microbrewery","Tandoori Chicken, Fish Chilli, Cocktails, Chilli Chicken, Pizza, Craft Beer, Chaat","North Indian, Continental, Chinese",2000,Buffet
28298,Ministry of Food  Hilton Bangalore Embassy GolfLinks,No,Yes,4.2,468,Domlur,Fine Dining,"Chicken Curry, Jalebi, Pasta, Breakfast Buffet, Paratha, Fish, Mutton Sukha","North Indian, Asian, South Indian, Italian, European",3000,Buffet
28313,The Hole in the Wall Cafe,No,No,4.6,7113,Koramangala 4th Block,Cafe,"Waffles, Healthy Breakfast, English Breakfast, Pancakes, Burgers, Sandwiches, Mushroom Omelette","Cafe, American, Burger",600,Cafes
28315,Third Wave Coffee Roasters,No,No,4.4,1224,Koramangala 4th Block,Cafe,"Coffee, Hummus Platter, Granola Parfait, Hot Chocolate, Cappuccino, Waffles, Skillet Cookie","Cafe, Continental, Desserts",800,NA
28317,Dialogues,No,No,4.1,314,Koramangala 4th Block,Cafe,"Poha, Momos, Chai, Pasta, Tea, Pancakes, Chicken Sandwich","Cafe, Continental",600,Cafes
28318,Stoked,No,No,4.3,294,Koramangala 4th Block,Cafe,"Pizza, Pancakes, Penne Pasta, Hot Chocolate, Mezze Platter, Cappuccino, Waffles","Cafe, Italian, Pizza",850,Cafes
28324,Cafe Coffee Day The Lounge,Yes,No,3.6,76,Koramangala 4th Block,Cafe,"Fries, Nachos, Burgers","Cafe, Fast Food",650,Cafes
28325,Costa Coffee,No,No,4,236,Koramangala 4th Block,Cafe,"Cappuccino, Pesto Sandwich, Brownie, Latte, Hot Chocolate, Sausage Roll, Sandwiches","Cafe, Fast Food",500,Cafes
28326,Hungry Travellers Cafe,No,No,3.8,27,Koramangala 4th Block,Cafe,NA,Cafe,450,Cafes
28327,Barista,No,No,3.6,36,Koramangala 4th Block,Cafe,"Cappuccino, Sandwich",Cafe,300,Cafes
28328,G Resto Cafe,No,No,3.3,4,Koramangala 4th Block,Cafe,NA,"Cafe, Fast Food, Beverages",400,Cafes
28329,Caf S,No,No,3.2,4,Koramangala 4th Block,Cafe,NA,"Cafe, American, European",600,Cafes
28358,Bundar,No,No,4.1,2448,Koramangala 6th Block,Cafe,"Burgers, Cheese Burger, Mojito, Peri Peri Fries, Apple Pie, Tea, Peri Peri Chicken Wings","Cafe, Burger, Fast Food, Desserts",700,NA
28363,Gudguda Prime Cafe,No,Yes,4.2,815,Koramangala 6th Block,Cafe,"Mocktails, Pizza, Veg Platter, Brownie, Burgers, Pasta, Fries Basket","Cafe, Continental, Chinese, Italian",800,Cafes
28380,White Fog,No,No,0,0,Koramangala 6th Block,Cafe,NA,"Cafe, Italian, Fast Food",800,Cafes
28392,Biggies Burger n More,Yes,No,3.7,107,Koramangala 6th Block,Quick Bites,"Burgers, Mojito, Bbq Burger, Peri Peri Fries, Grilled Burger","Cafe, Burger, Fast Food",400,Cafes
28396,The Chocolate Room,No,No,3.8,63,Koramangala 7th Block,"Cafe, Bakery","Waffles, Burgers, Hot Chocolate, Chocolate Avalanche, Fries, Brownie","Cafe, Desserts, Bakery",600,Cafes
28402,Cafe On The Way,Yes,No,4,275,Koramangala 3rd Block,Cafe,"Waffles, Coffee, Pesto Sandwich, Hazelnut Cappuccino, Latte, Salads, Pasta",Cafe,500,Cafes
28403,Tattva Cafe,No,No,2.8,227,Koramangala 6th Block,Cafe,"Tea, Masala Chai, Filter Coffee, Sandwich, Burgers, Orange Juice, Poha",Cafe,450,Cafes
28404,Loca Moca,No,No,3.7,46,Koramangala 1st Block,Cafe,"Coffee, Hazelnut Cappuccino, Chicken Keema Roll, Chicken Sandwich, Grilled Chicken Wrap","Cafe, Continental",600,Cafes
28405,Fetchpod Cafe,No,No,2.9,12,Koramangala 6th Block,Cafe,NA,"Cafe, North Indian, Chinese, Continental",500,Cafes
28408,Chaai Resto,No,No,3.6,54,Koramangala 6th Block,"Beverage Shop, Quick Bites","Ginger Tea, Poha, Irani Chai, Chaai, Sandwich, Thick Shakes","Tea, Beverages, Fast Food",250,Cafes
28412,On The Nose,Yes,No,2.7,26,Koramangala 5th Block,Cafe,NA,"Cafe, Italian, Mexican, Chinese",600,Cafes
28488,Corner House Ice Cream,Yes,No,4.6,277,Koramangala 5th Block,Dessert Parlor,"Brownie Chocolate, Brown Bomb, Hot Chocolate Fudge, Fudge Cake, Brownie Fudge","Ice Cream, Desserts",400,Delivery
28505,The Good Bowl,Yes,No,3.7,13,HSR,"Takeaway, Delivery",NA,"Italian, North Indian, Biryani",500,Delivery
28514,Pizza Hut,Yes,No,3.9,490,Koramangala 6th Block,Casual Dining,"Pasta, Pepperoni, Garlic Bread, Supreme Pizza, Pane Pizza","Pizza, Fast Food",750,Delivery
